countryyearcode,SLE,countrycode,countryname,year,,region,regionname,incomelevel,incomelevelname,GRxGincSC2022,GRxGincSC2021,GDP per capita (constant 2015 US$),GRpcUNUWIDER 2022,GRpc UNU WIDER,Pop total,"Population ages 00-04, female","Population ages 00-04, male",Pop<5,"Population ages 15-19, female","Population ages 20-24, female","Population ages 25-29, female","Population ages 30-34, female","Population ages 35-39, female","Population ages 40-44, female","Population ages 45-49, female",Female Pop15-49,"Mortality rate, infant (per 1,000 live births)",INFANT SURVIVAL ,Number of infants surviving to 1yr,"Birth rate, crude (per 1,000 people)",Number of births,"Maternal mortality ratio (modeled estimate, per 100,000 live births)","Maternal survival per 100,000 live births",Maternal survival rate %,"Mortality rate, under-5 (per 1,000 live births)",U5 survival rate (per 1000 live births),U5 survival %,Number of children surviving to five ,Number of maternal deaths,Number of under-five deaths,"School life expectancy, primary and secondary, both sexes (years)",School percent,People using at least basic drinking water services (% of population),People using safely managed drinking water services (% of population),People using at least basic sanitation services (% of population),People using safely managed sanitation services (% of population),"Immunization, DPT (% of children ages 12-23 months)",Control of Corruption: Estimate,Government Effectiveness: Estimate,Political Stability and Absence of Violence/Terrorism: Estimate,Regulatory Quality: Estimate,Rule of Law: Estimate,Voice and Accountability: Estimate,Out of school: Primary school,Out of school: Lower school,Out of school: Upper school,In school: Primary school,In school: Lower school,In school: Upper school
NZL2000,13.7271,NZL,New Zealand,2000,1000,EAS,East Asia and Pacific,HIC,High income,0.398541736,0.398457561,30863.46,12300.37693,12297.77901,3857700,137838,145502,283340,135429,126833,138814,152594,158210,148924,129776,990580,6.1,993.9,56208.90332,14.66,56553.882,12,"99,988",99.99,7.4,992.6,99.26,56135.38327,7,413,13.7271,80.74764706,100,82.2604,100,74.3848,90,2.251775,1.659819,1.362312,1.735728,1.825322,1.678681,0.01,0.05,0.22,0.99,0.95,0.78
NZL2001,13.6881,NZL,New Zealand,2001,1000,EAS,East Asia and Pacific,HIC,High income,0.391680186,0.39185703,31745.05,12433.90708,12439.521,3880500,135043,141659,276702,137869,126987,137630,151194,158249,152068,131676,995673,5.9,994.1,55395.20852,14.36,55723.98,11,"99,989",99.99,7.2,992.8,99.28,55322.76734,6,403,13.6881,80.51823529,100,82.2604,100,74.9348,90,,,,,,,0.01,0.04,0.2,0.99,0.96,0.8
NZL2002,14.1253,NZL,New Zealand,2002,1000,EAS,East Asia and Pacific,HIC,High income,0.40377059,0.403864249,32656.74,13185.83119,13188.88976,3948500,135079,141233,276312,141557,129926,136881,152053,159487,156377,136447,1012728,5.8,994.2,53662.93423,13.67,53975.995,12,"99,988",99.99,7,993,99.3,53598.16304,7,397,14.1253,83.09,100,82.2604,100,75.4866,90,2.320816,1.738428,1.322602,1.610015,1.824306,1.501043,0.01,0.03,0.19,0.99,0.97,0.81
NZL2003,14.2192,NZL,New Zealand,2003,1000,EAS,East Asia and Pacific,HIC,High income,0.411659225,0.411377282,33475.4,13780.45722,13771.01908,4027200,136428,142532,278960,145252,134561,135297,153864,160717,160249,142924,1032864,5.7,994.3,55819.17474,13.94,56139.168,12,"99,988",99.99,6.9,993.1,99.31,55751.80774,7,392,14.2192,83.64235294,100,82.2604,100,76.0401,90,2.346575,1.826235,1.189064,1.683347,1.887663,1.610116,0.01,0.03,0.16,0.99,0.97,0.84
NZL2004,14.0728,NZL,New Zealand,2004,1000,EAS,East Asia and Pacific,HIC,High income,0.411195941,0.411287335,34310.16,14108.19852,14111.33425,4087500,137791,144022,281813,148098,139147,132939,154915,161127,162595,149204,1048025,5.6,994.4,57717.462,14.2,58042.5,11,"99,989",99.99,6.7,993.3,99.33,57653.61525,7,391,14.0728,82.78117647,100,82.2604,100,76.5953,89,2.376838,1.961784,1.50064,1.763689,1.869368,1.653178,0.01,0.03,0.14,0.99,0.97,0.86
NZL2005,14.4006,NZL,New Zealand,2005,1000,EAS,East Asia and Pacific,HIC,High income,0.428710925,0.428934993,35051.61,15027.00816,15034.8621,4133900,139020,145455,284475,150379,142946,131283,154501,161253,163847,154390,1058599,5.5,994.5,57391.84316,13.96,57709.244,11,"99,989",99.99,6.6,993.4,99.34,57328.36299,7,391,14.4006,84.70941176,100,82.2604,100,77.1523,89,2.201448,1.746396,1.253895,1.632703,1.858338,1.628602,0.01,0.02,0.11,0.99,0.98,0.89
NZL2006,14.3017,NZL,New Zealand,2006,1000,EAS,East Asia and Pacific,HIC,High income,0.446464847,0.446663114,35624.55,15905.10927,15912.17244,4184600,141287,148065,289352,152529,145768,132872,151519,160949,164990,157177,1065804,5.4,994.6,58850.72468,14.14,59170.244,11,"99,989",99.99,6.5,993.5,99.35,58785.63741,7,392,14.3017,84.12764706,100,83.5885,100,77.711,89,2.333123,1.587881,1.25541,1.695402,1.808222,1.499365,0.01,0.02,0.1,0.99,0.98,0.9
NZL2007,14.3906,NZL,New Zealand,2007,1000,EAS,East Asia and Pacific,HIC,High income,0.434806149,0.434931949,36362.69,15810.72121,15815.29563,4223800,143960,151181,295141,154099,147608,135600,147224,160514,164881,159104,1069030,5.3,994.7,63651.41998,15.15,63990.57,11,"99,989",99.99,6.4,993.6,99.36,63581.03035,7,393,14.3906,84.65058824,100,84.9165,100,78.2714,88,2.328567,1.664326,1.243147,1.714808,1.844565,1.477947,0.01,0.02,0.09,0.99,0.98,0.91
NZL2008,14.2549,NZL,New Zealand,2008,1000,EAS,East Asia and Pacific,HIC,High income,0.417434308,0.417484994,35654.62,14883.46163,14885.26882,4259800,146778,154464,301242,155112,149223,138708,143000,160038,163742,161123,1070946,5.2,994.8,63988.5005,15.1,64322.98,10,"99,990",99.99,6.3,993.7,99.37,63917.74523,7,393,14.2549,83.85235294,100,86.2445,100,78.8335,89,2.313838,1.678087,1.162778,1.799816,1.862746,1.478389,0,0.02,0.08,1,0.98,0.92
NZL2009,14.9197,NZL,New Zealand,2009,1000,EAS,East Asia and Pacific,HIC,High income,0.394918483,0.394723043,35252.23,13921.7572,13914.86749,4302600,149353,157459,306812,155654,151268,141570,140441,159308,162453,163633,1074327,5.2,994.8,62191.69075,14.53,62516.778,11,"99,989",99.99,6.2,993.8,99.38,62129.17398,7,391,14.9197,87.76294118,100,87.5725,100,79.3974,92,2.391192,1.85184,1.070571,1.826804,1.930312,1.478483,0,0.02,0.08,1,0.98,0.92
NZL2010,14.4534,NZL,New Zealand,2010,1000,EAS,East Asia and Pacific,HIC,High income,0.409636443,0.409852005,35393.75,14498.56984,14506.19941,4350700,151225,159644,310869,155577,153604,143967,139881,157956,161585,166017,1078587,5.1,994.9,63542.54779,14.68,63868.276,11,"99,989",99.99,6.1,993.9,99.39,63478.67952,7,387,14.4534,85.02,100,88.9006,100,79.9629,93,2.338579,1.816404,1.236489,1.814871,1.869271,1.507506,0,0.01,0.07,1,0.99,0.93
NZL2011,14.2927,NZL,New Zealand,2011,1000,EAS,East Asia and Pacific,HIC,High income,0.398967974,0.399212502,35915.84,14329.26993,14338.05234,4384000,153875,162747,316622,154852,154980,146173,138576,155223,160606,165711,1076121,5,995,61069.12,14,61376,10,"99,990",99.99,6,994,99.4,61007.744,6,380,14.2927,84.07470588,100,90.2286,100,80.5303,95,2.297591,1.877416,1.376731,1.970794,1.90442,1.579076,0,0.01,0.07,1,0.99,0.93
NZL2012,14.0822,NZL,New Zealand,2012,1000,EAS,East Asia and Pacific,HIC,High income,0.403015608,0.402897615,36521.49,14718.73051,14714.42122,4408100,153331,162146,315477,153551,156118,148173,138714,150922,160483,163967,1071928,4.9,995.1,60840.7593,13.87,61140.347,10,"99,990",99.99,5.9,994.1,99.41,60779.61895,6,370,14.0822,82.83647059,100,91.5566,100,81.0993,93,2.31576,1.800852,1.361366,1.852507,1.890485,1.617722,0,0.01,0.06,1,0.99,0.94
NZL2013,13.9716,NZL,New Zealand,2013,1000,EAS,East Asia and Pacific,HIC,High income,0.405238216,0.406003245,37218.82,15082.48823,15110.9617,4442100,151241,159746,310987,152493,157603,150322,140647,146208,161305,162103,1070681,4.8,995.2,58354.26854,13.2,58635.72,9,"99,991",99.99,5.8,994.2,99.42,58295.63282,5,360,13.9716,82.18588235,100,92.8846,100,81.1436,92,2.341601,1.758012,1.453927,1.828891,1.878849,1.606078,0,0.01,0.05,1,0.99,0.95
NZL2014,13.935,NZL,New Zealand,2014,1000,EAS,East Asia and Pacific,HIC,High income,0.405247226,0.403236649,38002.39,15400.36312,15323.95641,4516500,150061,158329,308390,152862,160231,153610,144532,143258,162980,162041,1079514,4.7,995.3,56955.10194,12.67,57224.055,10,"99,990",99.99,5.7,994.3,99.43,56897.87789,6,348,13.935,81.97058824,100,94.2126,100,81.1858,93,2.253601,1.932078,1.467928,1.950351,2.008719,1.524384,0,0.01,0.05,1,0.99,0.95
NZL2015,13.8884,NZL,New Zealand,2015,1000,EAS,East Asia and Pacific,HIC,High income,0.39610458,0.398055968,38630.73,15301.80909,15377.19264,4609400,150089,158249,308338,153894,163001,157449,148941,142345,163812,163442,1092884,4.6,995.4,60701.84313,13.23,60982.362,10,"99,990",99.99,5.5,994.5,99.45,60646.95901,6,336,13.8884,81.69647059,100,95.5407,100,81.2261,92,2.27633,1.884018,1.525453,1.920748,2.001249,1.554845,0,0.01,0.04,1,0.99,0.96
NZL2016,13.9004,NZL,New Zealand,2016,1000,EAS,East Asia and Pacific,HIC,High income,0.408241569,0.408356333,39195.81,16001.35898,16005.85723,4714100,149686,157074,306760,154428,165530,162476,153939,143933,162984,165955,1109245,4.4,995.6,59136.3103,12.6,59397.66,10,"99,990",99.99,5.4,994.6,99.46,59076.91264,6,324,13.9004,81.76705882,100,96.8687,100,81.2644,92,2.283908,1.842496,1.519183,2.038275,1.95464,1.533283,0,0.01,0.03,1,0.99,0.97
NZL2017,13.9793,NZL,New Zealand,2017,1000,EAS,East Asia and Pacific,HIC,High income,0.401153031,0.400211039,39759.15,15949.50351,15912.05074,4813600,150303,157657,307960,154520,166905,167300,158623,147300,160246,169012,1123906,4.3,995.7,59336.12082,12.38,59592.368,9,"99,991",99.99,5.2,994.8,99.48,59282.48769,5,312,13.9793,82.23117647,100,98.1967,100,81.3007,94,2.244731,1.769038,1.595223,2.09194,1.927889,1.558655,0,0,0.03,1,1,0.97
NZL2018,14.0479,NZL,New Zealand,2018,1000,EAS,East Asia and Pacific,HIC,High income,0.396560857,0.396720035,40365.2,16007.25831,16013.68355,4900600,151521,159307,310828,154361,167052,171382,162807,151712,156410,171712,1135436,4.2,995.8,57779.40696,11.84,58023.104,,,,5,995,99.5,57732.98848,,301,14.0479,82.63470588,100,99.5247,100,81.335,93,2.174655,1.669032,1.533905,2.006682,1.876398,1.589525,0,0,0.02,1,1,0.98
NZL2019,0,NZL,New Zealand,2019,1000,EAS,East Asia and Pacific,HIC,High income,0.404024468,0.40676606,40599.03,16403.00149,16514.30747,4979200,152765,161032,313797,154675,166501,174474,166806,156326,153323,173093,1145198,4.1,995.9,59307.07195,11.96,59551.232,,,,4.9,995.1,99.51,59259.43096,,291,,,100,100,100,81.37,92,2.170174,1.670557,1.411302,1.881057,1.885101,1.535292,0,0,0.02,1,1,0.98
NZL2020,0,NZL,New Zealand,2020,1000,EAS,East Asia and Pacific,HIC,High income,0.391609625,0,39216.23,15357.45311,0,5090200,154708,163288,317996,157034,166907,177740,172036,161782,153290,173911,1162700,3.9,996.1,57396.34185,11.32,57621.064,,,,4.7,995.3,99.53,57350.245,,282,,,100,100,100,82.1909,92,2.150458,1.589406,1.486,1.877044,1.883367,1.596883,0,0,0.02,1,1,0.98
NZL2021,,NZL,New Zealand,2021,1000,EAS,East Asia and Pacific,HIC,High income,,,40778.96,,,5122600,154293,163194,317487,158157,164941,177478,174489,164501,152604,170536,1162706,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,0.01,1,1,0.99
OMN1980,3.45067,OMN,Oman,1980,1000,MEA,Middle East and North Africa,HIC,High income,,0,10760.93,,0,1154373,112770,117268,230038,52770,44115,36477,31889,28156,23871,19336,236614,78.9,921.1,52892.44551,49.744,57423.13051,,,,110.9,889.1,88.91,51054.90534,,5961,3.45067,20.29805882,,,,,18,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1981,3.89861,OMN,Oman,1981,1000,MEA,Middle East and North Africa,HIC,High income,,0,11912.17,,0,1220578,121054,125908,246962,54842,46061,38145,33032,29246,24899,20164,246389,72.3,927.7,55848.79065,49.322,60201.34812,,,,100.5,899.5,89.95,54151.11263,,5679,3.89861,22.933,,,,,19,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1982,4.24217,OMN,Oman,1982,1000,MEA,Middle East and North Africa,HIC,High income,,0,12573.98,,0,1290121,128537,133708,262245,57105,48076,40036,34277,30396,26067,21109,257066,66,934,58732.79465,48.742,62883.07778,,,,90.7,909.3,90.93,57179.58263,,5363,4.24217,24.95394118,,,,,24,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1983,4.75861,OMN,Oman,1983,1000,MEA,Middle East and North Africa,HIC,High income,,0,13904.8,,0,1361085,135193,140660,275853,59429,50070,42014,35595,31536,27302,22141,268087,60.2,939.8,61433.62577,48.027,65368.8293,,,,81.5,918.5,91.85,60041.26971,,5028,4.75861,27.99182353,,,,,31,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1984,5.23086,OMN,Oman,1984,1000,MEA,Middle East and North Africa,HIC,High income,,0,15434.92,,0,1431066,140959,146746,287705,61664,51945,43908,36951,32619,28512,23217,278816,54.9,945.1,63806.91498,47.177,67513.40068,,,,73.1,926.9,92.69,62578.17109,,4683,5.23086,30.76976471,,,,,45,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1985,5.86665,OMN,Oman,1985,1000,MEA,Middle East and North Africa,HIC,High income,,0,16806.02,,0,1498413,145695,151887,297582,63763,53681,45624,38334,33640,29636,24311,288989,50,950,65712.67735,46.163,69171.23932,,,,65.6,934.4,93.44,64633.60602,,4335,5.86665,34.50970588,,,,,60,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1986,6.17102,OMN,Oman,1986,1000,MEA,Middle East and North Africa,HIC,High income,,0,16453.29,,0,1561180,150373,155745,306118,65458,55423,47431,39563,34052,30068,24882,296877,45.6,954.4,66973.56914,44.949,70173.47982,,,,58.9,941.1,94.11,66040.26186,,3992,6.17102,36.30011765,,,,,82,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1987,6.60299,OMN,Oman,1987,1000,MEA,Middle East and North Africa,HIC,High income,,0,15311.54,,0,1619871,153835,158316,312151,66834,56937,49107,41027,34516,30342,25435,304198,41.6,958.4,67571.88205,43.525,70504.88528,,,,53,947,94.7,66768.12636,,3660,6.60299,38.84111765,,,,,89,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1988,6.99167,OMN,Oman,1988,1000,MEA,Middle East and North Africa,HIC,High income,,0,15661.56,,0,1678119,156162,160282,316444,68212,58216,50603,42686,35128,30495,25983,311323,38,962,67657.42853,41.91,70329.96729,,,,47.9,952.1,95.21,66961.16186,,3342,6.99167,41.12747059,,,,,90,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1989,7.33462,OMN,Oman,1989,1000,MEA,Middle East and North Africa,HIC,High income,,0,16869.21,,0,1741155,157470,162467,319937,70180,59277,51925,44433,35980,30644,26490,318929,34.8,965.2,67462.83272,40.143,69895.18517,,,,43.3,956.7,95.67,66868.72365,,3039,7.33462,43.14482353,,,,,98,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1990,7.69048,OMN,Oman,1990,1000,MEA,Middle East and North Africa,HIC,High income,0.350278211,0.350278211,16187.11,5669.991925,5669.991925,1812158,157902,165272,323174,73218,60185,53084,46145,37128,30915,26907,327582,31.9,968.1,67160.03282,38.282,69373.03256,,,,39.2,960.8,96.08,66653.60968,,2746,7.69048,45.23811765,,,,,98,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1991,8.02373,OMN,Oman,1991,1000,MEA,Middle East and North Africa,HIC,High income,0.287594588,0.287594588,16430.45,4725.308505,4725.308505,1893761,157719,165335,323054,76137,61775,55803,48579,38686,30506,26550,338036,29.2,970.8,66910.86739,36.395,68923.4316,,,,35.5,964.5,96.45,66476.64977,,2467,8.02373,47.19841176,,,,,95,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1992,8.39854,OMN,Oman,1992,1000,MEA,Middle East and North Africa,HIC,High income,0.27786132,0.27786132,17008.94,4726.12652,4726.12652,1983272,156719,165976,322695,80459,62101,58386,51335,40813,30653,25810,349557,26.6,973.4,66697.43062,34.549,68520.06433,,,,32.1,967.9,96.79,66320.57026,,2205,8.39854,49.40317647,,,,,99,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1993,8.9571,OMN,Oman,1993,1000,MEA,Middle East and North Africa,HIC,High income,0.281078268,0.281078268,17263.52,4852.400303,4852.400303,2072106,155012,165724,320736,86279,61473,60632,54417,43390,31585,24804,362580,24.4,975.6,66312.79357,32.803,67971.29312,,,,29.2,970.8,97.08,65986.53136,,1967,8.9571,52.68882353,,,,,97,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1994,8.99569,OMN,Oman,1994,1000,MEA,Middle East and North Africa,HIC,High income,0.277833702,0.277833702,17295.66,4805.317254,4805.317254,2148416,152893,163197,316090,92936,60998,62219,57690,46358,33311,23897,377409,22.3,977.7,65527.39526,31.196,67021.98554,,,,26.5,973.5,97.35,65245.90292,,1756,8.99569,52.91582353,,,,,97,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1995,9.17311,OMN,Oman,1995,1000,MEA,Middle East and North Africa,HIC,High income,0.27816092,0.27816092,17699.77,4923.384299,4923.384299,2204267,150865,158145,309010,99656,61852,62810,60886,49738,35682,23513,394137,20.5,979.5,64217.50236,29.743,65561.51338,,,,24.2,975.8,97.58,63974.92476,,1570,9.17311,53.95947059,,,,,99,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1996,9.4369,OMN,Oman,1996,1000,MEA,Middle East and North Africa,HIC,High income,0.270854614,0.270854614,17974.8,4868.557508,4868.557508,2236652,149020,158752,307772,107809,69781,63323,60940,50208,36684,24290,413035,18.9,981.1,62390.59161,28.432,63592.48966,,,,22.3,977.7,97.77,62174.37714,,1407,9.4369,55.51117647,,,,,99,0.4146422,0.4394189,0.8744729,0.094098,0.5501598,-0.7136831,NaN,NaN,NaN,NaN,NaN,NaN
OMN1997,9.48843,OMN,Oman,1997,1000,MEA,Middle East and North Africa,HIC,High income,0.304844007,0.304844007,18948.28,5776.269593,5776.269593,2249759,146509,156147,302656,114105,79678,64543,61732,50878,37476,25320,433732,17.5,982.5,60177.81922,27.225,61249.68878,,,,20.5,979.5,97.95,59994.07016,,1266,9.48843,55.81429412,,,,,99,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN1998,9.67576,OMN,Oman,1998,1000,MEA,Middle East and North Africa,HIC,High income,0.262839093,0.262839093,19430.82,5107.17911,5107.17911,2251859,143743,151893,295636,118362,90210,67114,63279,51772,38104,26389,455230,16.3,983.7,57815.51153,26.1,58773.5199,,,,19,981,98.1,57656.82302,,1141,9.67576,56.91623529,,,,,99,0.7560632,0.4493591,0.8551552,-0.0300817,0.450044,-0.8864531,NaN,NaN,NaN,NaN,NaN,NaN
OMN1999,9.99491,OMN,Oman,1999,1000,MEA,Middle East and North Africa,HIC,High income,0.232571714,0.232571714,19468.96,4527.929406,4527.929406,2254898,140939,147764,288703,120857,99740,71759,65508,52930,38681,27257,476732,15.1,984.9,55661.13949,25.063,56514.50857,,,,17.6,982.4,98.24,55519.85322,,1029,9.99491,58.79358824,,,,,99,,,,,,,NaN,NaN,NaN,NaN,NaN,NaN
OMN2000,10.2986,OMN,Oman,2000,1000,MEA,Middle East and North Africa,HIC,High income,0.299920011,0.299920011,20624.79,6185.787237,6185.787237,2267973,138068,144806,282874,122138,107274,78511,68436,54511,39357,27820,498047,14.2,985.8,53969.19852,24.139,54746.60025,20,"99,980",99.98,16.5,983.5,98.35,53843.28134,11,935,10.2986,60.58,85.6381,83.8983,89.1558,,99,0.7975249,0.3168724,1.122518,0.0810051,0.5580621,-0.7558333,0.26,0.19,0.31,0.74,0.81,0.69
OMN2001,10.5537,OMN,Oman,2001,1000,MEA,Middle East and North Africa,HIC,High income,0.336582431,0.336582431,21295.96,7167.845983,7167.845983,2294959,134401,138677,273078,125417,112387,82497,68972,56214,41892,30070,517449,13.3,986.7,52899.49045,23.361,53612.5372,20,"99,980",99.98,15.4,984.6,98.46,52786.90413,11,855,10.5537,62.08058824,85.6338,83.8938,89.1528,,99,,,,,,,0.23,0.19,0.29,0.77,0.81,0.71
OMN2002,10.672,OMN,Oman,2002,1000,MEA,Middle East and North Africa,HIC,High income,0.381213686,0.381213686,20701.59,7891.729435,7891.729435,2334860,130950,134227,265177,128727,116833,88539,69105,57909,44147,32446,537706,12.5,987.5,52447.17216,22.747,53111.06042,20,"99,980",99.98,14.5,985.5,98.55,52340.95004,11,793,10.672,62.77647059,85.6295,83.8892,89.9116,,99,0.9346274,0.3918081,0.9267926,0.7223601,0.4719367,-0.7878371,0.2,0.19,0.28,0.8,0.81,0.72
OMN2003,10.7246,OMN,Oman,2003,1000,MEA,Middle East and North Africa,HIC,High income,0.39438567,0.39438567,19715.93,7775.680255,7775.680255,2386164,127899,131355,259254,132043,120658,96098,69408,59601,46002,34805,558615,11.9,988.1,52575.88309,22.299,53209.07104,20,"99,980",99.98,13.8,986.2,98.62,52474.78586,11,747,10.7246,63.08588235,85.6252,83.8846,90.6709,,99,0.5901475,0.4987276,1.061241,0.7062459,0.491311,-0.8225452,0.18,0.18,0.27,0.82,0.82,0.73
OMN2004,0,OMN,Oman,2004,1000,MEA,Middle East and North Africa,HIC,High income,0.420730939,0.420730939,19485.95,8198.342038,8198.342038,2445524,125673,130146,255819,135228,124219,103901,70874,61066,47468,37028,579784,11.4,988.6,53197.86116,22.004,53811.3101,19,"99,981",99.98,13.2,986.8,98.68,53101.0008,11,715,10.77135,63.36088235,85.6936,83.9574,91.4716,,99,0.6733904,0.484034,1.115456,0.6554562,0.5226349,-0.6566447,0.16,0.16,0.27,0.84,0.84,0.73
OMN2005,10.8181,OMN,Oman,2005,1000,MEA,Middle East and North Africa,HIC,High income,0.371834993,0.371834993,19448.46,7231.617986,7231.617986,2511254,124813,130979,255792,138092,127798,110892,74217,62132,48681,39003,600815,11,989,54237.51644,21.838,54840.76485,19,"99,981",99.98,12.8,987.2,98.72,54138.80306,10,699,10.8181,63.63588235,86.0603,84.3257,92.2938,,99,0.3946556,0.3262324,0.9457167,0.5504777,0.3148483,-0.9196379,0.14,0.13,0.27,0.86,0.87,0.73
OMN2006,10.7548,OMN,Oman,2006,1000,MEA,Middle East and North Africa,HIC,High income,0.343336362,0.343312369,19941.34,6846.587124,6846.108676,2580753,124960,129097,254057,138811,132346,118906,81393,62694,49324,39816,623290,10.7,989.3,55581.83479,21.77,56182.99281,18,"99,982",99.98,12.5,987.5,98.75,55480.7054,10,695,10.7548,63.26352941,86.4235,84.6906,93.1033,,98,0.3521665,0.3122646,0.8406475,0.6049306,0.2947118,-1.159487,0.12,0.1,0.27,0.88,0.9,0.73
OMN2007,11.0507,OMN,Oman,2007,1000,MEA,Middle East and North Africa,HIC,High income,0.360524039,0.360524039,20230.3,7293.509467,7293.509467,2657162,126789,129789,256578,138009,135580,125582,91017,63598,50068,40199,644053,10.5,989.5,57204.84896,21.757,57811.87363,18,"99,982",99.98,12.2,987.8,98.78,57106.56878,11,703,11.0507,65.00411765,86.7832,85.052,93.9002,,99,0.3508053,0.3354644,0.9390239,0.613822,0.4123771,-1.062661,0.1,0.07,0.25,0.9,0.93,0.75
OMN2008,11.4091,OMN,Oman,2008,1000,MEA,Middle East and North Africa,HIC,High income,0.322691946,0.322691946,21142.89,6822.640326,6822.640326,2750956,130304,133249,263553,135938,137603,131313,102281,65906,50985,40301,664327,10.3,989.7,59236.06843,21.757,59852.54969,18,"99,982",99.98,12,988,98.8,59134.3191,11,721,11.4091,67.11235294,87.1394,85.41,94.6848,,99,0.5153807,0.4195092,0.9222303,0.6958894,0.5937881,-1.070743,0.08,0.06,0.22,0.92,0.94,0.78
OMN2009,12.1849,OMN,Oman,2009,1000,MEA,Middle East and North Africa,HIC,High income,0.362956195,0.362936687,21458.39,7788.455576,7788.036977,2876186,135591,139854,275445,133079,138774,136850,114041,70829,52275,40437,686285,10.2,989.8,61881.9546,21.737,62519.65508,18,"99,982",99.98,11.8,988.2,98.82,61781.92315,12,745,12.1849,71.67588235,87.4916,85.764,95.4571,,98,0.3323366,0.3839098,0.8266353,0.5277063,0.5552685,-1.074038,0.06,0.05,0.17,0.94,0.95,0.83
OMN2010,0,OMN,Oman,2010,1000,MEA,Middle East and North Africa,HIC,High income,0.412208799,0.412208799,20640.31,8508.11739,8508.11739,3041435,142946,150074,293020,129979,139334,142476,125565,78942,54336,40856,711488,10.1,989.9,65260.29099,21.676,65926.14506,18,"99,982",99.98,11.7,988.3,98.83,65154.80916,12,773,12.117450000000002,71.279117645,87.8404,86.1147,96.2175,,99,0.3238111,0.3777218,0.5902417,0.4445483,0.5427382,-1.044803,0.05,0.05,0.13,0.95,0.95,0.87
OMN2011,12.05,OMN,Oman,2011,1000,MEA,Middle East and North Africa,HIC,High income,0.478820785,0.478820785,19868.12,9513.268822,9513.268822,3251102,152068,158310,310378,129222,146100,148501,130489,86482,58426,42758,741978,10,990,69425.00744,21.57,70126.27014,18,"99,982",99.98,11.6,988.4,98.84,69312.80541,13,804,12.05,70.88235294,88.2855,86.5686,96.9896,,99,0.1395914,0.2511669,0.4324405,0.3236573,0.4679616,-1.060491,0.04,0.04,0.11,0.96,0.96,0.89
OMN2012,12.1737,OMN,Oman,2012,1000,MEA,Middle East and North Africa,HIC,High income,0.501042126,0.501042126,20102.24,10072.06907,10072.06907,3498031,160870,167676,328546,126966,151396,157505,136680,94999,62841,45745,776132,9.8,990.2,74207.38635,21.424,74941.81614,18,"99,982",99.98,11.4,988.6,98.86,74087.47944,14,836,12.1737,71.61,88.7988,87.0962,97.7534,,98,0.1821119,0.2644337,0.4620771,0.4715728,0.5239426,-1.02167,0.04,0.04,0.11,0.96,0.96,0.89
OMN2013,12.3696,OMN,Oman,2013,1000,MEA,Middle East and North Africa,HIC,High income,0.494790876,0.494790876,19654.22,9724.728727,9724.728727,3764805,169608,177730,347338,123310,153494,168606,144842,103541,67624,49654,811071,9.7,990.3,79188.80296,21.24,79964.4582,18,"99,982",99.98,11.3,988.7,98.87,79060.85982,15,870,12.3696,72.76235294,89.2945,87.6055,98.4864,,98,0.159575,0.2139999,0.4595302,0.4758003,0.4919403,-1.038642,0.04,0.03,0.11,0.96,0.97,0.89
OMN2014,0,OMN,Oman,2014,1000,MEA,Middle East and North Africa,HIC,High income,,0,18610.81,,0,4027255,178443,187691,366134,118638,151850,179705,155085,111474,72907,54002,843661,9.7,990.3,83771.94411,21.005,84592.49128,18,"99,982",99.98,11.2,988.8,98.88,83645.05537,15,905,12.479,73.40588235,89.7745,88.0987,99.0455,,99,0.3101678,0.2654942,0.7349073,0.6923888,0.4857256,-1.090711,0.05,0.02,0.1,0.95,0.98,0.9
OMN2015,12.5884,OMN,Oman,2015,1000,MEA,Middle East and North Africa,HIC,High income,,0,18444.93,,0,4267341,187235,196387,383622,113862,147097,188293,166971,119237,78596,58289,872345,9.6,990.4,87473.27357,20.697,88321.15668,19,"99,981",99.98,11.2,988.8,98.88,87331.95972,16,938,12.5884,74.04941176,90.2385,88.5754,99.319,,99,0.2691023,0.0811522,0.7833398,0.5745103,0.3767877,-1.061453,0.05,0.02,0.09,0.95,0.98,0.91
